date,home_team,away_team,team,scorer,assist,minute,own_goal,penalty
13-07-1930,France,Mexico,France,Lucien Laurent,,19,FALSE,FALSE
13-07-1930,France,Mexico,France,Marcel Langiller,,40,FALSE,FALSE
13-07-1930,France,Mexico,France,André Maschinot,,43,FALSE,FALSE
13-07-1930,France,Mexico,Mexico,Juan Carreño,,70,FALSE,FALSE
13-07-1930,France,Mexico,France,André Maschinot,,87,FALSE,FALSE
13-07-1930,United States,Belgium,United States,Bart McGhee,,23,FALSE,FALSE
13-07-1930,United States,Belgium,United States,Tom Florie,,45,FALSE,FALSE
13-07-1930,United States,Belgium,United States,Bert Patenaude,,69,FALSE,FALSE
14-07-1930,Yugoslavia,Brazil,Yugoslavia,Aleksandar Tirnanić,,21,FALSE,FALSE
14-07-1930,Yugoslavia,Brazil,Yugoslavia,Ivan Bek,,30,FALSE,FALSE
14-07-1930,Yugoslavia,Brazil,Brazil,not applicable Preguinho,,62,FALSE,FALSE
14-07-1930,Romania,Peru,Romania,Adalbert Deşu,,1,FALSE,FALSE
14-07-1930,Romania,Peru,Peru,Luis Souza Ferreira,,75,FALSE,FALSE
14-07-1930,Romania,Peru,Romania,Constantin Stanciu,,79,FALSE,FALSE
14-07-1930,Romania,Peru,Romania,Miklós Kovács,,89,FALSE,FALSE
15-07-1930,Argentina,France,Argentina,Luis Monti,,81,FALSE,FALSE
16-07-1930,Chile,Mexico,Chile,Carlos Vidal,,3,FALSE,FALSE
16-07-1930,Chile,Mexico,Chile,Manuel Rosas,,52,TRUE,FALSE
16-07-1930,Chile,Mexico,Chile,Carlos Vidal,,65,FALSE,FALSE
17-07-1930,Yugoslavia,Bolivia,Yugoslavia,Ivan Bek,,60,FALSE,FALSE
17-07-1930,Yugoslavia,Bolivia,Yugoslavia,Blagoje Marjanović,,65,FALSE,FALSE
17-07-1930,Yugoslavia,Bolivia,Yugoslavia,Ivan Bek,,67,FALSE,FALSE
17-07-1930,Yugoslavia,Bolivia,Yugoslavia,Đorđe Vujadinović,,85,FALSE,FALSE
17-07-1930,United States,Paraguay,United States,Bert Patenaude,,10,FALSE,FALSE
17-07-1930,United States,Paraguay,United States,Bert Patenaude,,15,FALSE,FALSE
17-07-1930,United States,Paraguay,United States,Bert Patenaude,,50,FALSE,FALSE
18-07-1930,Uruguay,Peru,Uruguay,Héctor Castro,,65,FALSE,FALSE
19-07-1930,Chile,France,Chile,Guillermo Subiabre,,67,FALSE,FALSE
19-07-1930,Argentina,Mexico,Argentina,Guillermo Stábile,,8,FALSE,FALSE
19-07-1930,Argentina,Mexico,Argentina,Adolfo Zumelzú,,12,FALSE,FALSE
19-07-1930,Argentina,Mexico,Argentina,Guillermo Stábile,,17,FALSE,FALSE
19-07-1930,Argentina,Mexico,Mexico,Manuel Rosas,,42,FALSE,TRUE
19-07-1930,Argentina,Mexico,Argentina,Francisco Varallo,,53,FALSE,FALSE
19-07-1930,Argentina,Mexico,Argentina,Adolfo Zumelzú,,55,FALSE,FALSE
19-07-1930,Argentina,Mexico,Mexico,Manuel Rosas,,65,FALSE,FALSE
19-07-1930,Argentina,Mexico,Mexico,Roberto Gayón,,75,FALSE,FALSE
19-07-1930,Argentina,Mexico,Argentina,Guillermo Stábile,,80,FALSE,FALSE
20-07-1930,Brazil,Bolivia,Brazil,not applicable Moderato,,37,FALSE,FALSE
20-07-1930,Brazil,Bolivia,Brazil,not applicable Preguinho,,57,FALSE,FALSE
20-07-1930,Brazil,Bolivia,Brazil,not applicable Moderato,,73,FALSE,FALSE
20-07-1930,Brazil,Bolivia,Brazil,not applicable Preguinho,,83,FALSE,FALSE
20-07-1930,Paraguay,Belgium,Paraguay,Luis Vargas Peña,,40,FALSE,FALSE
21-07-1930,Uruguay,Romania,Uruguay,Pablo Dorado,,7,FALSE,FALSE
21-07-1930,Uruguay,Romania,Uruguay,Héctor Scarone,,26,FALSE,FALSE
21-07-1930,Uruguay,Romania,Uruguay,Peregrino Anselmo,,31,FALSE,FALSE
21-07-1930,Uruguay,Romania,Uruguay,Pedro Cea,,35,FALSE,FALSE
22-07-1930,Argentina,Chile,Argentina,Guillermo Stábile,,12,FALSE,FALSE
22-07-1930,Argentina,Chile,Argentina,Guillermo Stábile,,13,FALSE,FALSE
22-07-1930,Argentina,Chile,Chile,Guillermo Subiabre,,15,FALSE,FALSE
22-07-1930,Argentina,Chile,Argentina,Mario Evaristo,,51,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Luis Monti,,20,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Alejandro Scopelli,,56,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Guillermo Stábile,,69,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Carlos Peucelle,,80,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Carlos Peucelle,,85,FALSE,FALSE
26-07-1930,Argentina,United States,Argentina,Guillermo Stábile,,87,FALSE,FALSE
26-07-1930,Argentina,United States,United States,Jim Brown,,89,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Yugoslavia,Đorđe Vujadinović,,4,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Pedro Cea,,18,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,,20,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,,31,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Santos Iriarte,,61,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Pedro Cea,,67,FALSE,FALSE
27-07-1930,Uruguay,Yugoslavia,Uruguay,Pedro Cea,,72,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Uruguay,Pablo Dorado,,12,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Argentina,Carlos Peucelle,,20,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Argentina,Guillermo Stábile,,37,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Uruguay,Pedro Cea,,57,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Uruguay,Santos Iriarte,,68,FALSE,FALSE
30-07-1930,Uruguay,Argentina,Uruguay,Héctor Castro,,89,FALSE,FALSE
27-05-1934,Austria,France,France,Jean Nicolas,,18,FALSE,FALSE
27-05-1934,Austria,France,Austria,Matthias Sindelar,,44,FALSE,FALSE
27-05-1934,Austria,France,Austria,Anton Schall,,93,FALSE,FALSE
27-05-1934,Austria,France,Austria,Josef Bican,,109,FALSE,FALSE
27-05-1934,Austria,France,France,Georges Verriest,,116,FALSE,TRUE
27-05-1934,Czechoslovakia,Romania,Romania,Ștefan Dobay,,11,FALSE,FALSE
27-05-1934,Czechoslovakia,Romania,Czechoslovakia,Antonín Puč,,50,FALSE,FALSE
27-05-1934,Czechoslovakia,Romania,Czechoslovakia,Oldřich Nejedlý,,67,FALSE,FALSE
27-05-1934,Germany,Belgium,Germany,Stanislaus Kobierski,,25,FALSE,FALSE
27-05-1934,Germany,Belgium,Belgium,Bernard Voorhoof,,29,FALSE,FALSE
27-05-1934,Germany,Belgium,Belgium,Bernard Voorhoof,,43,FALSE,FALSE
27-05-1934,Germany,Belgium,Germany,Otto Siffling,,49,FALSE,FALSE
27-05-1934,Germany,Belgium,Germany,Edmund Conen,,66,FALSE,FALSE
27-05-1934,Germany,Belgium,Germany,Edmund Conen,,70,FALSE,FALSE
27-05-1934,Germany,Belgium,Germany,Edmund Conen,,87,FALSE,FALSE
27-05-1934,Hungary,Egypt,Hungary,Pál Teleki,,11,FALSE,FALSE
27-05-1934,Hungary,Egypt,Hungary,Géza Toldi,,31,FALSE,FALSE
27-05-1934,Hungary,Egypt,Egypt,Abdulrahman Fawzi,,35,FALSE,FALSE
27-05-1934,Hungary,Egypt,Egypt,Abdulrahman Fawzi,,39,FALSE,FALSE
27-05-1934,Hungary,Egypt,Hungary,Jenő Vincze,,53,FALSE,FALSE
27-05-1934,Hungary,Egypt,Hungary,Géza Toldi,,61,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Angelo Schiavio,,18,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Raimundo Orsi,,20,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Angelo Schiavio,,29,FALSE,FALSE
27-05-1934,Italy,United States,United States,Aldo Donelli,,57,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Giovanni Ferrari,,63,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Angelo Schiavio,,64,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Raimundo Orsi,,69,FALSE,FALSE
27-05-1934,Italy,United States,Italy,Giuseppe Meazza,,90,FALSE,FALSE
27-05-1934,Spain,Brazil,Spain,José Iraragorri,,18,FALSE,TRUE
27-05-1934,Spain,Brazil,Spain,José Iraragorri,,25,FALSE,FALSE
27-05-1934,Spain,Brazil,Spain,Isidro Lángara,,29,FALSE,FALSE
27-05-1934,Spain,Brazil,Brazil,not applicable Leônidas,,55,FALSE,FALSE
27-05-1934,Sweden,Argentina,Argentina,Ernesto Belis,,4,FALSE,FALSE
27-05-1934,Sweden,Argentina,Sweden,Sven Jonasson,,9,FALSE,FALSE
27-05-1934,Sweden,Argentina,Argentina,Alberto Galateo,,48,FALSE,FALSE
27-05-1934,Sweden,Argentina,Sweden,Sven Jonasson,,67,FALSE,FALSE
27-05-1934,Sweden,Argentina,Sweden,Knut Kroon,,79,FALSE,FALSE
27-05-1934,Switzerland,Netherlands,Switzerland,Leopold Kielholz,,7,FALSE,FALSE
27-05-1934,Switzerland,Netherlands,Netherlands,Kick Smit,,29,FALSE,FALSE
27-05-1934,Switzerland,Netherlands,Switzerland,Leopold Kielholz,,43,FALSE,FALSE
27-05-1934,Switzerland,Netherlands,Switzerland,André Abegglen,,66,FALSE,FALSE
27-05-1934,Switzerland,Netherlands,Netherlands,Leen Vente,,69,FALSE,FALSE
31-05-1934,Austria,Hungary,Austria,Johann Horvath,,8,FALSE,FALSE
31-05-1934,Austria,Hungary,Austria,Karl Zischek,,51,FALSE,FALSE
31-05-1934,Austria,Hungary,Hungary,György Sárosi,,60,FALSE,TRUE
31-05-1934,Czechoslovakia,Switzerland,Switzerland,Leopold Kielholz,,18,FALSE,FALSE
31-05-1934,Czechoslovakia,Switzerland,Czechoslovakia,František Svoboda,,24,FALSE,FALSE
31-05-1934,Czechoslovakia,Switzerland,Czechoslovakia,Jiří Sobotka,,49,FALSE,FALSE
31-05-1934,Czechoslovakia,Switzerland,Switzerland,Willy Jäggi,,78,FALSE,FALSE
31-05-1934,Czechoslovakia,Switzerland,Czechoslovakia,Oldřich Nejedlý,,82,FALSE,FALSE
31-05-1934,Germany,Sweden,Germany,Karl Hohmann,,60,FALSE,FALSE
31-05-1934,Germany,Sweden,Germany,Karl Hohmann,,63,FALSE,FALSE
31-05-1934,Germany,Sweden,Sweden,Gösta Dunker,,82,FALSE,FALSE
31-05-1934,Italy,Spain,Spain,Luis Regueiro,,30,FALSE,FALSE
31-05-1934,Italy,Spain,Italy,Giovanni Ferrari,,44,FALSE,FALSE
01-06-1934,Italy,Spain,Italy,Giuseppe Meazza,,11,FALSE,FALSE
03-06-1934,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,,21,FALSE,FALSE
03-06-1934,Czechoslovakia,Germany,Germany,Rudolf Noack,,62,FALSE,FALSE
03-06-1934,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,,69,FALSE,FALSE
03-06-1934,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,,80,FALSE,FALSE
03-06-1934,Italy,Austria,Italy,Enrique Guaita,,19,FALSE,FALSE
07-06-1934,Germany,Austria,Germany,Ernst Lehner,,1,FALSE,FALSE
07-06-1934,Germany,Austria,Germany,Edmund Conen,,27,FALSE,FALSE
07-06-1934,Germany,Austria,Austria,Johann Horvath,,28,FALSE,FALSE
07-06-1934,Germany,Austria,Germany,Ernst Lehner,,42,FALSE,FALSE
07-06-1934,Germany,Austria,Austria,Karl Sesta,,54,FALSE,FALSE
10-06-1934,Italy,Czechoslovakia,Czechoslovakia,Antonín Puč,,71,FALSE,FALSE
10-06-1934,Italy,Czechoslovakia,Italy,Raimundo Orsi,,81,FALSE,FALSE
10-06-1934,Italy,Czechoslovakia,Italy,Angelo Schiavio,,95,FALSE,FALSE
04-06-1938,Switzerland,Germany,Germany,Josef Gauchel,,29,FALSE,FALSE
04-06-1938,Switzerland,Germany,Switzerland,André Abegglen,,43,FALSE,FALSE
05-06-1938,Cuba,Romania,Romania,Silviu Bindea,,35,FALSE,FALSE
05-06-1938,Cuba,Romania,Cuba,Héctor Socorro,,44,FALSE,FALSE
05-06-1938,Cuba,Romania,Cuba,José Magriñá,,69,FALSE,FALSE
05-06-1938,Cuba,Romania,Romania,Iuliu Baratky,,88,FALSE,FALSE
05-06-1938,Cuba,Romania,Cuba,Héctor Socorro,,103,FALSE,FALSE
05-06-1938,Cuba,Romania,Romania,Ștefan Dobay,,105,FALSE,FALSE
05-06-1938,France,Belgium,France,Émile Veinante,,1,FALSE,FALSE
05-06-1938,France,Belgium,France,Jean Nicolas,,16,FALSE,FALSE
05-06-1938,France,Belgium,Belgium,Hendrik Isemborghs,,38,FALSE,FALSE
05-06-1938,France,Belgium,France,Jean Nicolas,,69,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,Vilmos Kohut,,13,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,Géza Toldi,,15,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,György Sárosi,,28,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,Gyula Zsengellér,,35,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,Gyula Zsengellér,,76,FALSE,FALSE
05-06-1938,Hungary,Dutch East Indies,Hungary,György Sárosi,,89,FALSE,FALSE
05-06-1938,Italy,Norway,Italy,Pietro Ferraris,,2,FALSE,FALSE
05-06-1938,Italy,Norway,Norway,Arne Brustad,,83,FALSE,FALSE
05-06-1938,Italy,Norway,Italy,Silvio Piola,,94,FALSE,FALSE
05-06-1938,Brazil,Poland,Brazil,not applicable Leônidas,,18,FALSE,FALSE
05-06-1938,Brazil,Poland,Poland,Fryderyk Scherfke,,23,FALSE,TRUE
05-06-1938,Brazil,Poland,Brazil,not applicable Romeu,,25,FALSE,FALSE
05-06-1938,Brazil,Poland,Brazil,not applicable Perácio,,44,FALSE,FALSE
05-06-1938,Brazil,Poland,Poland,Ernst Wilimowski,,53,FALSE,FALSE
05-06-1938,Brazil,Poland,Poland,Ernst Wilimowski,,59,FALSE,FALSE
05-06-1938,Brazil,Poland,Brazil,not applicable Perácio,,71,FALSE,FALSE
05-06-1938,Brazil,Poland,Poland,Ernst Wilimowski,,89,FALSE,FALSE
05-06-1938,Brazil,Poland,Brazil,not applicable Leônidas,,93,FALSE,FALSE
05-06-1938,Brazil,Poland,Brazil,not applicable Leônidas,,104,FALSE,FALSE
05-06-1938,Brazil,Poland,Poland,Ernst Wilimowski,,118,FALSE,FALSE
05-06-1938,Czechoslovakia,Netherlands,Czechoslovakia,Josef Košťálek,,93,FALSE,FALSE
05-06-1938,Czechoslovakia,Netherlands,Czechoslovakia,Josef Zeman,,111,FALSE,FALSE
05-06-1938,Czechoslovakia,Netherlands,Czechoslovakia,Oldřich Nejedlý,,118,FALSE,FALSE
09-06-1938,Cuba,Romania,Romania,Ștefan Dobay,,35,FALSE,FALSE
09-06-1938,Cuba,Romania,Cuba,Héctor Socorro,,51,FALSE,FALSE
09-06-1938,Cuba,Romania,Cuba,Tomás Fernández,,57,FALSE,FALSE
09-06-1938,Switzerland,Germany,Germany,Wilhelm Hahnemann,,8,FALSE,FALSE
09-06-1938,Switzerland,Germany,Germany,Ernst Lörtscher,,22,TRUE,FALSE
09-06-1938,Switzerland,Germany,Switzerland,Eugen Walaschek,,42,FALSE,FALSE
09-06-1938,Switzerland,Germany,Switzerland,Alfred Bickel,,64,FALSE,FALSE
09-06-1938,Switzerland,Germany,Switzerland,André Abegglen,,75,FALSE,FALSE
09-06-1938,Switzerland,Germany,Switzerland,André Abegglen,,78,FALSE,FALSE
12-06-1938,Brazil,Czechoslovakia,Brazil,not applicable Leônidas,,30,FALSE,FALSE
12-06-1938,Brazil,Czechoslovakia,Czechoslovakia,Oldřich Nejedlý,,65,FALSE,TRUE
12-06-1938,Hungary,Switzerland,Hungary,György Sárosi,,40,FALSE,FALSE
12-06-1938,Hungary,Switzerland,Hungary,Gyula Zsengellér,,89,FALSE,FALSE
12-06-1938,Italy,France,Italy,Gino Colaussi,,9,FALSE,FALSE
12-06-1938,Italy,France,France,Oscar Heisserer,,10,FALSE,FALSE
12-06-1938,Italy,France,Italy,Silvio Piola,,51,FALSE,FALSE
12-06-1938,Italy,France,Italy,Silvio Piola,,72,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Harry Andersson,,9,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Gustav Wetterström,,22,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Gustav Wetterström,,37,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Gustav Wetterström,,44,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Tore Keller,,80,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Harry Andersson,,81,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Arne Nyberg,,84,FALSE,FALSE
12-06-1938,Sweden,Cuba,Sweden,Harry Andersson,,89,FALSE,FALSE
14-06-1938,Brazil,Czechoslovakia,Czechoslovakia,Vlastimil Kopecký,,25,FALSE,FALSE
14-06-1938,Brazil,Czechoslovakia,Brazil,not applicable Leônidas,,57,FALSE,FALSE
14-06-1938,Brazil,Czechoslovakia,Brazil,not applicable Roberto,,62,FALSE,FALSE
16-06-1938,Hungary,Sweden,Sweden,Arne Nyberg,,1,FALSE,FALSE
16-06-1938,Hungary,Sweden,Hungary,Sven Jacobsson,,19,TRUE,FALSE
16-06-1938,Hungary,Sweden,Hungary,Pál Titkos,,37,FALSE,FALSE
16-06-1938,Hungary,Sweden,Hungary,Gyula Zsengellér,,39,FALSE,FALSE
16-06-1938,Hungary,Sweden,Hungary,György Sárosi,,65,FALSE,FALSE
16-06-1938,Hungary,Sweden,Hungary,Gyula Zsengellér,,85,FALSE,FALSE
16-06-1938,Italy,Brazil,Italy,Gino Colaussi,,51,FALSE,FALSE
16-06-1938,Italy,Brazil,Italy,Giuseppe Meazza,,60,FALSE,TRUE
16-06-1938,Italy,Brazil,Brazil,not applicable Romeu,,87,FALSE,FALSE
19-06-1938,Brazil,Sweden,Sweden,Sven Jonasson,,28,FALSE,FALSE
19-06-1938,Brazil,Sweden,Sweden,Arne Nyberg,,38,FALSE,FALSE
19-06-1938,Brazil,Sweden,Brazil,not applicable Romeu,,44,FALSE,FALSE
19-06-1938,Brazil,Sweden,Brazil,not applicable Leônidas,,63,FALSE,FALSE
19-06-1938,Brazil,Sweden,Brazil,not applicable Leônidas,,74,FALSE,FALSE
19-06-1938,Brazil,Sweden,Brazil,not applicable Perácio,,80,FALSE,FALSE
19-06-1938,Italy,Hungary,Italy,Gino Colaussi,,6,FALSE,FALSE
19-06-1938,Italy,Hungary,Hungary,Pál Titkos,,8,FALSE,FALSE
19-06-1938,Italy,Hungary,Italy,Silvio Piola,,16,FALSE,FALSE
19-06-1938,Italy,Hungary,Italy,Gino Colaussi,,35,FALSE,FALSE
19-06-1938,Italy,Hungary,Hungary,György Sárosi,,70,FALSE,FALSE
19-06-1938,Italy,Hungary,Italy,Silvio Piola,,82,FALSE,FALSE
24-06-1950,Brazil,Mexico,Brazil,not applicable Ademir,,30,FALSE,FALSE
24-06-1950,Brazil,Mexico,Brazil,not applicable Jair,,65,FALSE,FALSE
24-06-1950,Brazil,Mexico,Brazil,not applicable Baltazar,,71,FALSE,FALSE
24-06-1950,Brazil,Mexico,Brazil,not applicable Ademir,,79,FALSE,FALSE
25-06-1950,Yugoslavia,Switzerland,Yugoslavia,Rajko Mitić,,59,FALSE,FALSE
25-06-1950,Yugoslavia,Switzerland,Yugoslavia,Kosta Tomašević,,70,FALSE,FALSE
25-06-1950,Yugoslavia,Switzerland,Yugoslavia,Tihomir Ognjanov,,84,FALSE,FALSE
25-06-1950,England,Chile,England,Stan Mortensen,,39,FALSE,FALSE
25-06-1950,England,Chile,England,Wilf Mannion,,51,FALSE,FALSE
25-06-1950,Spain,United States,United States,Gino Pariani,,17,FALSE,FALSE
25-06-1950,Spain,United States,Spain,Silvestre Igoa,,81,FALSE,FALSE
25-06-1950,Spain,United States,Spain,Estanislau Basora,,83,FALSE,FALSE
25-06-1950,Spain,United States,Spain,Telmo Zarra,,89,FALSE,FALSE
25-06-1950,Sweden,Italy,Italy,Riccardo Carapellese,,7,FALSE,FALSE
25-06-1950,Sweden,Italy,Sweden,Hasse Jeppson,,25,FALSE,FALSE
25-06-1950,Sweden,Italy,Sweden,Sune Andersson,,33,FALSE,FALSE
25-06-1950,Sweden,Italy,Sweden,Hasse Jeppson,,68,FALSE,FALSE
25-06-1950,Sweden,Italy,Italy,Ermes Muccinelli,,75,FALSE,FALSE
28-06-1950,Brazil,Switzerland,Brazil,not applicable Alfredo,,3,FALSE,FALSE
28-06-1950,Brazil,Switzerland,Switzerland,Jacques Fatton,,17,FALSE,FALSE
28-06-1950,Brazil,Switzerland,Brazil,not applicable Baltazar,,32,FALSE,FALSE
28-06-1950,Brazil,Switzerland,Switzerland,Jacques Fatton,,88,FALSE,FALSE
28-06-1950,Yugoslavia,Mexico,Yugoslavia,Stjepan Bobek,,20,FALSE,FALSE
28-06-1950,Yugoslavia,Mexico,Yugoslavia,Željko Čajkovski,,23,FALSE,FALSE
28-06-1950,Yugoslavia,Mexico,Yugoslavia,Željko Čajkovski,,51,FALSE,FALSE
28-06-1950,Yugoslavia,Mexico,Yugoslavia,Kosta Tomašević,,81,FALSE,FALSE
28-06-1950,Yugoslavia,Mexico,Mexico,Héctor Ortiz,,89,FALSE,TRUE
29-06-1950,Spain,Chile,Spain,Estanislau Basora,,17,FALSE,FALSE
29-06-1950,Spain,Chile,Spain,Telmo Zarra,,30,FALSE,FALSE
29-06-1950,United States,England,United States,Joe Gaetjens,,38,FALSE,FALSE
29-06-1950,Sweden,Paraguay,Sweden,Stig Sundqvist,,17,FALSE,FALSE
29-06-1950,Sweden,Paraguay,Sweden,Karl-Erik Palmér,,26,FALSE,FALSE
29-06-1950,Sweden,Paraguay,Paraguay,Atilio López,,35,FALSE,FALSE
29-06-1950,Sweden,Paraguay,Paraguay,César López Fretes,,74,FALSE,FALSE
01-07-1950,Brazil,Yugoslavia,Brazil,not applicable Ademir,,4,FALSE,FALSE
01-07-1950,Brazil,Yugoslavia,Brazil,not applicable Zizinho,,69,FALSE,FALSE
02-07-1950,Chile,United States,Chile,George Robledo,,16,FALSE,FALSE
02-07-1950,Chile,United States,Chile,Atilio Cremaschi,,32,FALSE,FALSE
02-07-1950,Chile,United States,United States,Frank Wallace,,47,FALSE,FALSE
02-07-1950,Chile,United States,United States,Joe Maca,,48,FALSE,TRUE
02-07-1950,Chile,United States,Chile,Andrés Prieto,,54,FALSE,FALSE
02-07-1950,Chile,United States,Chile,Atilio Cremaschi,,60,FALSE,FALSE
02-07-1950,Chile,United States,Chile,Fernando Riera,,82,FALSE,FALSE
02-07-1950,Spain,England,Spain,Telmo Zarra,,48,FALSE,FALSE
02-07-1950,Italy,Paraguay,Italy,Riccardo Carapellese,,12,FALSE,FALSE
02-07-1950,Italy,Paraguay,Italy,Egisto Pandolfini,,62,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Oscar Míguez,,14,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Ernesto Vidal,,18,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Juan Alberto Schiaffino,,23,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Oscar Míguez,,40,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Oscar Míguez,,51,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Juan Alberto Schiaffino,,54,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Julio Pérez,,83,FALSE,FALSE
02-07-1950,Uruguay,Bolivia,Uruguay,Alcides Ghiggia,,87,FALSE,FALSE
02-07-1950,Switzerland,Mexico,Switzerland,René Bader,,10,FALSE,FALSE
02-07-1950,Switzerland,Mexico,Switzerland,Charles Antenen,,44,FALSE,FALSE
02-07-1950,Switzerland,Mexico,Mexico,Horacio Casarín,,89,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Ademir,,17,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Ademir,,36,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Chico,,39,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Ademir,,52,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Ademir,,58,FALSE,FALSE
09-07-1950,Brazil,Sweden,Sweden,Sune Andersson,,67,FALSE,TRUE
09-07-1950,Brazil,Sweden,Brazil,not applicable Maneca,,85,FALSE,FALSE
09-07-1950,Brazil,Sweden,Brazil,not applicable Chico,,88,FALSE,FALSE
09-07-1950,Uruguay,Spain,Uruguay,Alcides Ghiggia,,29,FALSE,FALSE
09-07-1950,Uruguay,Spain,Spain,Estanislau Basora,,37,FALSE,FALSE
09-07-1950,Uruguay,Spain,Spain,Estanislau Basora,,39,FALSE,FALSE
09-07-1950,Uruguay,Spain,Uruguay,Obdulio Varela,,73,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Ademir,,15,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Jair,,21,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Chico,,31,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Chico,,55,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Ademir,,57,FALSE,FALSE
13-07-1950,Brazil,Spain,Brazil,not applicable Zizinho,,67,FALSE,FALSE
13-07-1950,Brazil,Spain,Spain,Silvestre Igoa,,71,FALSE,FALSE
13-07-1950,Uruguay,Sweden,Sweden,Karl-Erik Palmér,,5,FALSE,FALSE
13-07-1950,Uruguay,Sweden,Uruguay,Alcides Ghiggia,,39,FALSE,FALSE
13-07-1950,Uruguay,Sweden,Sweden,Stig Sundqvist,,40,FALSE,FALSE
13-07-1950,Uruguay,Sweden,Uruguay,Oscar Míguez,,77,FALSE,FALSE
13-07-1950,Uruguay,Sweden,Uruguay,Oscar Míguez,,85,FALSE,FALSE
16-07-1950,Sweden,Spain,Sweden,Stig Sundqvist,,15,FALSE,FALSE
16-07-1950,Sweden,Spain,Sweden,Bror Mellberg,,33,FALSE,FALSE
16-07-1950,Sweden,Spain,Sweden,Karl-Erik Palmér,,80,FALSE,FALSE
16-07-1950,Sweden,Spain,Spain,Telmo Zarra,,82,FALSE,FALSE
16-07-1950,Uruguay,Brazil,Brazil,not applicable Friaça,,47,FALSE,FALSE
16-07-1950,Uruguay,Brazil,Uruguay,Juan Alberto Schiaffino,,66,FALSE,FALSE
16-07-1950,Uruguay,Brazil,Uruguay,Alcides Ghiggia,,79,FALSE,FALSE
16-06-1954,Brazil,Mexico,Brazil,not applicable Baltazar,,23,FALSE,FALSE
16-06-1954,Brazil,Mexico,Brazil,not applicable Didi,,30,FALSE,FALSE
16-06-1954,Brazil,Mexico,Brazil,not applicable Pinga,,34,FALSE,FALSE
